Bill Date	Ship Date	Delivery_Confirm	Material_or_VAS_Num	Overlabeled Value	Invoice
10/06/2019	09/26/2019	9374869903504119635765	81		21373553
10/06/2019	09/26/2019	9374869903504119638193	81		21373553
10/06/2019	09/26/2019	9374869903504118902851	81		21373553
10/06/2019	09/26/2019	9374869903504119619451	81		21373553
10/06/2019	09/26/2019	9374869903504120283962	81		21373553
10/06/2019	09/26/2019	9374869903504118938409	81		21373553
10/06/2019	09/26/2019	9374869903504119656043	81		21373553
10/06/2019	09/26/2019	9374869903504118897393	81		21373553
10/06/2019	09/26/2019	9374869903504119644293	81		21373553
10/06/2019	09/26/2019	9374869903504118898529	81		21373553
10/06/2019	09/26/2019	9374869903504119636885	81		21373553
10/06/2019	09/26/2019	9374869903504120154606	81		21373553
10/06/2019	09/26/2019	9374869903504118935088	81		21373553
10/06/2019	09/26/2019	9374869903504119349815	81		21373553
10/06/2019	09/26/2019	9374869903504120043641	81		21373553
10/06/2019	09/27/2019	9374869903504121590953	81		21373553
10/06/2019	09/27/2019	9374869903504122486507	81		21373553
10/06/2019	09/27/2019	9374869903504122497107	81		21373553
10/06/2019	09/27/2019	9374869903504122484305	81		21373553
10/06/2019	09/27/2019	9374869903504121578333	81		21373553
10/06/2019	09/27/2019	9374869903504122200530	81		21373553
10/06/2019	09/27/2019	9374869903504121647473	81		21373553
10/06/2019	09/27/2019	9374869903504121573642	81		21373553
10/06/2019	09/27/2019	9374869903504121633995	81		21373553
10/06/2019	09/27/2019	9374869903504122493956	81		21373553
10/06/2019	09/27/2019	9374869903504122676106	81		21373553
10/06/2019	09/27/2019	9374869903504122532945	81		21373553
10/06/2019	09/27/2019	9374869903504122196574	81		21373553
10/06/2019	09/27/2019	9374869903504121644892	81		21373553
10/06/2019	09/27/2019	9374869903504122488532	81		21373553
10/06/2019	09/27/2019	9374869903504122004725	81		21373553
10/06/2019	09/27/2019	9374869903504121538764	81		21373553
10/06/2019	09/27/2019	9374869903504122531436	81		21373553
10/06/2019	09/27/2019	9374869903504121997929	81		21373553
10/06/2019	09/24/2019	9361269903504112300602	36		21373553
10/06/2019	09/22/2019	9361269903504108132361	36		21373553
10/06/2019	09/23/2019	9361269903504112114070	36		21373553
10/06/2019	09/24/2019	9361269903504112287569	36		21373553
10/06/2019	09/24/2019	9374869903504113886552	81		21373553
10/06/2019	09/24/2019	9374869903504112284014	81		21373553
10/06/2019	09/22/2019	9374869903504108059114	81		21373553
10/06/2019	09/24/2019	9374869903504112291524	81		21373553
10/06/2019	09/23/2019	9374869903504111974473	81		21373553
10/06/2019	09/22/2019	9374869903504107931961	81		21373553
10/06/2019	09/24/2019	9374869903504112280238	81		21373553
10/06/2019	09/24/2019	9374869903504113984906	81		21373553
10/06/2019	09/20/2019	9374869903504105276699	81		21373553
10/06/2019	09/24/2019	9374869903504113874320	81		21373553
10/06/2019	09/22/2019	9374869903504108056816	81		21373553
10/06/2019	09/24/2019	9374869903504113820952	81		21373553
10/06/2019	09/24/2019	9374869903504114013049	81		21373553
10/06/2019	09/20/2019	9374869903504105718656	82		21373553
10/06/2019	09/22/2019	9374869903504108182843	82		21373553
10/06/2019	09/20/2019	9361269903504105445846	83		21373553
10/06/2019	09/24/2019	9361269903504113804406	83		21373553
10/06/2019	09/22/2019	9361289936900254150925	83	9374869903504107928886	21373553
10/06/2019	09/24/2019	9361269903504114992720	36		21373553
10/06/2019	09/24/2019	9374869903504114109384	81		21373553
10/06/2019	09/24/2019	9374869903504115040150	81		21373553
10/06/2019	09/24/2019	9374869903504115042369	81		21373553
10/06/2019	09/24/2019	9374869903504115053464	81		21373553
10/06/2019	09/24/2019	9374869903504115044325	81		21373553
10/06/2019	09/25/2019	9374869903504117084695	81		21373553
10/06/2019	09/24/2019	9374869903504114980754	81		21373553
10/06/2019	09/24/2019	9374869903504114989450	81		21373553
10/06/2019	09/24/2019	9374869903504114991194	81		21373553
10/06/2019	09/25/2019	9374869903504117082424	81		21373553
10/06/2019	09/24/2019	9374869903504114978690	81		21373553
10/06/2019	09/25/2019	9361269903504117618993	36		21373553
10/06/2019	09/25/2019	9374869903504117611358	81		21373553
10/06/2019	09/25/2019	9374869903504117599380	81		21373553
10/06/2019	09/25/2019	9374869903504117603742	81		21373553
10/06/2019	09/25/2019	9374869903504117601557	81		21373553
10/06/2019	09/27/2019	9361269903504121857357	36		21373553
10/06/2019	09/27/2019	9374869903504121820241	81		21373553
10/06/2019	09/27/2019	9374869903504121880207	81		21373553
10/06/2019	09/27/2019	9374869903504121860438	81		21373553
10/06/2019	09/27/2019	9374869903504121877474	81		21373553
10/06/2019	09/27/2019	9374869903504121870253	81		21373553
10/06/2019	09/27/2019	9374869903504121896529	81		21373553
10/06/2019	09/27/2019	9374869903504121873759	81		21373553
10/06/2019	09/26/2019	9374869903504119704003	82		21373553
10/06/2019	09/23/2019	9361289936900254092690	36	9374869903504111071653	21373553
10/06/2019	09/23/2019	9361289936900254092065	36	9374869903504111937959	21373553
10/06/2019	09/23/2019	9361289936900254092072	36	9374869903504111896560	21373553
10/06/2019	09/23/2019	9374869903504111732868	81		21373553
10/06/2019	09/23/2019	9374869903504111312220	81		21373553
10/06/2019	09/23/2019	9374869903504111897017	81		21373553
10/06/2019	09/23/2019	9374869903504111072100	81		21373553
10/06/2019	09/23/2019	9374869903504111634759	81		21373553
10/06/2019	09/23/2019	9374869903504111634551	81		21373553
10/06/2019	09/23/2019	9374869903504111841102	81		21373553
10/06/2019	09/23/2019	9374869903504109944662	81		21373553
10/06/2019	09/23/2019	9374869903504111898168	81		21373553
10/06/2019	09/23/2019	9374869903504109945379	81		21373553
10/06/2019	09/23/2019	9374869903504111312213	81		21373553
10/06/2019	09/23/2019	9374869903504109945058	81		21373553
10/06/2019	09/23/2019	9374869903504111471736	81		21373553
10/06/2019	09/23/2019	9374869903504111902698	81		21373553
10/06/2019	09/23/2019	9374869903504111913885	81		21373553
10/06/2019	09/23/2019	9374869903504111841126	81		21373553
10/06/2019	09/23/2019	9374869903504111887773	81		21373553
10/06/2019	09/23/2019	9374869903504109944679	81		21373553
10/06/2019	09/23/2019	9374869903504111922443	81		21373553
10/06/2019	09/23/2019	9374869903504111926663	81		21373553
10/06/2019	09/23/2019	9374869903504111841089	81		21373553
10/06/2019	09/23/2019	9374869903504111841133	81		21373553
10/06/2019	09/23/2019	9374869903504109945621	81		21373553
10/06/2019	09/23/2019	9374869903504109944792	81		21373553
10/06/2019	09/23/2019	9374869903504111931230	81		21373553
10/06/2019	09/23/2019	9374869903504111933579	81		21373553
10/06/2019	09/23/2019	9374869903504111467159	81		21373553
10/06/2019	09/23/2019	9374869903504111450298	81		21373553
10/06/2019	09/23/2019	9374869903504111634315	81		21373553
10/06/2019	09/23/2019	9374869903504111841096	81		21373553
10/06/2019	09/23/2019	9374869903504111071226	81		21373553
10/06/2019	09/23/2019	9374869903504111633851	81		21373553
10/06/2019	09/23/2019	9374869903504111071950	81		21373553
10/06/2019	09/23/2019	9374869903504111634476	81		21373553
10/06/2019	09/23/2019	9374869903504111633974	81		21373553
10/06/2019	09/23/2019	9374869903504111634070	81		21373553
10/06/2019	09/23/2019	9374869903504109944884	81		21373553
10/06/2019	09/23/2019	9374869903504109944655	81		21373553
10/06/2019	09/23/2019	9374869903504111634100	81		21373553
10/06/2019	09/23/2019	9374869903504111633943	81		21373553
10/06/2019	09/23/2019	9374869903504111072674	81		21373553
10/06/2019	09/23/2019	9374869903504111071905	81		21373553
10/06/2019	09/23/2019	9374869903504111072407	81		21373553
10/06/2019	09/23/2019	9374869903504111071608	81		21373553
10/06/2019	09/23/2019	9374869903504111633981	81		21373553
10/06/2019	09/23/2019	9374869903504111634308	81		21373553
10/06/2019	09/23/2019	9374869903504111732882	81		21373553
10/06/2019	09/23/2019	9374869903504109944693	81		21373553
10/06/2019	09/23/2019	9374869903504111634148	81		21373553
10/06/2019	09/23/2019	9374869903504111633875	81		21373553
10/06/2019	09/23/2019	9374869903504111634834	81		21373553
10/06/2019	09/23/2019	9374869903504111445621	81		21373553
10/06/2019	09/23/2019	9374869903504111477561	81		21373553
10/06/2019	09/23/2019	9374869903504111491345	81		21373553
10/06/2019	09/23/2019	9374869903504109944761	81		21373553
10/06/2019	09/23/2019	9374869903504111437916	81		21373553
10/06/2019	09/23/2019	9374869903504111634483	81		21373553
10/06/2019	09/23/2019	9374869903504111071547	81		21373553
10/06/2019	09/23/2019	9374869903504111633882	81		21373553
10/06/2019	09/23/2019	9374869903504111634353	81		21373553
10/06/2019	09/23/2019	9374869903504111903305	81		21373553
10/06/2019	09/23/2019	9374869903504111071172	81		21373553
10/06/2019	09/23/2019	9374869903504111071578	81		21373553
10/06/2019	09/23/2019	9374869903504111072278	81		21373553
10/06/2019	09/23/2019	9374869903504111633837	81		21373553
10/06/2019	09/23/2019	9374869903504111634469	81		21373553
10/06/2019	09/23/2019	9374869903504111905941	81		21373553
10/06/2019	09/23/2019	9374869903504111634124	81		21373553
10/06/2019	09/23/2019	9374869903504111634292	81		21373553
10/06/2019	09/23/2019	9374869903504112041396	81		21373553
10/06/2019	09/23/2019	9374869903504111633868	81		21373553
10/06/2019	09/23/2019	9374869903504111071646	81		21373553
10/06/2019	09/23/2019	9374869903504111071370	81		21373553
10/06/2019	09/23/2019	9374869903504111071875	81		21373553
10/06/2019	09/23/2019	9374869903504112041389	81		21373553
10/06/2019	09/23/2019	9374869903504111072124	81		21373553
10/06/2019	09/23/2019	9374869903504111072087	81		21373553
10/06/2019	09/23/2019	9374869903504111071790	81		21373553
10/06/2019	09/23/2019	9374869903504111071806	81		21373553
10/06/2019	09/23/2019	9374869903504111634322	81		21373553
10/06/2019	09/23/2019	9374869903504111634520	81		21373553
10/06/2019	09/23/2019	9374869903504111634391	81		21373553
10/06/2019	09/23/2019	9374869903504111633967	81		21373553
10/06/2019	09/23/2019	9374869903504111071189	81		21373553
10/06/2019	09/23/2019	9374869903504111071325	81		21373553
10/06/2019	09/23/2019	9374869903504111071967	81		21373553
10/06/2019	09/23/2019	9374869903504111072513	81		21373553
10/06/2019	09/23/2019	9374869903504111071356	81		21373553
10/06/2019	09/23/2019	9374869903504111071202	81		21373553
10/06/2019	09/23/2019	9374869903504111071271	81		21373553
10/06/2019	09/23/2019	9374869903504111071332	81		21373553
10/06/2019	09/23/2019	9374869903504111071387	81		21373553
10/06/2019	09/23/2019	9374869903504111072025	81		21373553
10/06/2019	09/23/2019	9374869903504111701062	81		21373553
10/06/2019	09/23/2019	9374869903504111732875	81		21373553
10/06/2019	09/23/2019	9374869903504111072933	81		21373553
10/06/2019	09/23/2019	9374869903504111071530	81		21373553
10/06/2019	09/23/2019	9374869903504111732851	81		21373553
10/06/2019	09/23/2019	9374869903504111634698	81		21373553
10/06/2019	09/23/2019	9374869903504111634186	81		21373553
10/06/2019	09/23/2019	9374869903504111634094	81		21373553
10/06/2019	09/23/2019	9374869903504111634438	81		21373553
10/06/2019	09/23/2019	9374869903504111633844	81		21373553
10/06/2019	09/23/2019	9374869903504111072810	81		21373553
10/06/2019	09/23/2019	9374869903504111071943	81		21373553
10/06/2019	09/23/2019	9374869903504111071813	81		21373553
10/06/2019	09/23/2019	9374869903504111071776	81		21373553
10/06/2019	09/23/2019	9374869903504111071424	81		21373553
10/06/2019	09/23/2019	9374869903504111071837	81		21373553
10/06/2019	09/23/2019	9374869903504111071233	81		21373553
10/06/2019	09/23/2019	9374869903504111072179	81		21373553
10/06/2019	09/23/2019	9374869903504111633950	81		21373553
10/06/2019	09/23/2019	9374869903504111634018	81		21373553
10/06/2019	09/24/2019	9361269903504115000660	36		21373553
10/06/2019	09/24/2019	9361269903504114999972	36		21373553
10/06/2019	09/24/2019	9361269903504115000219	36		21373553
10/06/2019	09/24/2019	9361289936900254152301	36	9374869903504114963689	21373553
10/06/2019	09/24/2019	9361289936900254152172	36	9374869903504114963641	21373553
10/06/2019	09/24/2019	9374869903504113892249	81		21373553
10/06/2019	09/24/2019	9374869903504114978072	81		21373553
