Shipment - Tracking Number,Ship To - Postal Code,Account
9361269903505651518015,67357-3975,5357703
9361269903505651737928,92626-8126,5357703
9361269903505651737942,75042-4624,5357703
9361269903505651737959,37128-2611,5357703
9361269903505651740744,94102-6718,5357703
9361269903505651740027,77583-1296,5357703
9361269903505651740782,91402-4282,5357703
9361269903505651740805,77571-2802,5357703
9361269903505651737966,10550-2312,5357703
9361269903505651740799,78557,5357703
9361269903505651738017,27610-1640,5357703
9305569903505651738036,00738-9415,5357703
9361269903505651738048,10457-6050,5357703
9361269903505651738055,01129-1274,5357703
9361269903505651740935,00971-9021,5357703
9361269903505651740287,39429-2553,5357703
9361269903505651746746,91311-5639,5357703
9361269903505651745923,19403-3051,5357703
9305569903505651745935,00772-9713,5357703
9361269903505651744957,64116-1570,5357703
9361269903505651744971,37664-3165,5357703
9361269903505651746036,92647-5052,5357703
9361269903505651746029,27803-3412,5357703
9305569903505651749063,953,5357703
9361269903505651748429,91106-4127,5357703
9361269903505651748412,33166-3324,5357703
9361269903505651748443,95350-3921,5357703
9361269903505651750200,70126-2540,5357703
9361269903505651748474,10307-1149,5357703
9361269903505651749082,66739-4208,5357703
9361269903505651750828,33191-1501,5357703
9361269903505651749150,11214-4241,5357703
9361269903505651751528,60429-1647,5357703
9361269903505651750279,80047-3552,5357703
9361269903505651749174,32119-1415,5357703
9305569903505651749278,99652-1775,5357703
9361269903505651750316,19711-5612,5357703
9361269903505651751641,60202-2811,5357703
9361269903505651750996,23504-4037,5357703
9361269903505651751665,85143-5043,5357703
9361269903505651751108,91945-4334,5357703
9361269903505651751801,23323-1246,5357703
9374869903505651770129,12123-4123,5357703
9374869903505651768423,54230-8549,5357703
9374869903505651770174,28804-3243,5357703
9374869903505651768997,14075-5009,5357703
9374869903505651774646,11787-4540,5357703
9374869903505651772420,01902-2113,5357703
9374869903505651774479,94005-1709,5357703
9374869903505651774691,33021-8116,5357703
9374869903505651772468,53916-9411,5357703
9374869903505651775568,71360-5515,5357703
9374869903505651775599,35806-2412,5357703
9374869903505651775629,54755-1006,5357703
9374869903505651775605,53216-2766,5357703
9374869903505651775544,72736-8910,5357703
9374869903505651771270,10467-6403,5357703
9374869903505651774738,92506-5611,5357703
9374869903505651774790,33186-6145,5357703
9374869903505651775667,36330-1167,5357703
9374869903505651774806,44822-9616,5357703
9374869903505651775674,91786-7694,5357703
9374869903505651776541,50025-7361,5357703
9374869903505651771409,38103-4626,5357703
9374869903505651771423,80002-1412,5357703
9374869903505651771430,29829-4130,5357703
9374869903505651774882,78250-4817,5357703
9374869903505651775810,34684-4104,5357703
9374869903505651774981,87106-2538,5357703
9374869903505651775971,53705-2819,5357703
9374869903505651777531,07601-5707,5357703
9374869903505651776695,79927-4825,5357703
9374869903505651776749,34744-1612,5357703
9374869903505651775179,49442-4047,5357703
9374869903505651776138,98012-6429,5357703
9374869903505651775223,89074-8311,5357703
9374869903505651776824,60614-1938,5357703
9374869903505651775285,14305-1708,5357703
9374869903505651780227,48088-5923,5357703
9374869903505651777180,19046-2258,5357703
9374869903505651777197,93534-4232,5357703
9374869903505651778439,33198-1534,5357703
9374869903505651779214,14020-3231,5357703
9374869903505651782863,95688-2999,5357703
9374869903505651782078,70343-5401,5357703
9374869903505651782061,62671-6524,5357703
9374869903505651782870,04427-3210,5357703
9374869903505651782108,73064-4118,5357703
9374869903505651781019,29212-2726,5357703
9374869903505651782092,07202-3642,5357703
20201015152528636PJI4V03,191,5357703
9374869903505656534924,62040-2327,5357703
9374869903505656536102,94545-3736,5357703
9374869903505656533989,95628-3765,5357703
9374869903505656536119,72401-1555,5357703
9374869903505656536126,60651-3640,5357703
9374869903505656536157,46260-4022,5357703
9374869903505656536744,10455-3256,5357703
9374869903505656534962,46235-3504,5357703
9374869903505656536164,75224-4833,5357703
9374869903505656534030,00612-3012,5357703
9374869903505656536188,06604-2523,5357703
9374869903505656536171,08733-0314,5357703
9374869903505656534993,27610-5772,5357703
9374869903505656536812,97007-8442,5357703
9374869903505656534047,36867-4438,5357703
9374869903505656536218,93546-6198,5357703
9374869903505656536836,98272-2695,5357703
9374869903505656536225,23875-4601,5357703
9374869903505656536850,75765-5021,5357703
9374869903505656536249,70785-5150,5357703
9374869903505656536263,88081-7812,5357703
9374869903505656536270,93030-3911,5357703
9374869903505656536867,85613-5047,5357703
9374869903505656536898,30060-4806,5357703
9374869903505656535037,95134-2791,5357703
9374869903505656536317,33838-4441,5357703
9374869903505656536904,37076-4717,5357703
9374869903505656536911,06029-4203,5357703
9374869903505656536928,27803-2609,5357703
9374869903505656534085,33319-2408,5357703
9374869903505656536966,01532-1338,5357703
9374869903505656534108,32065-6221,5357703
9300169903505656536368,96910-3646,5357703
9374869903505656534115,14047-9754,5357703
9374869903505656537000,13439-4532,5357703
9374869903505656536355,06804-2200,5357703
9374869903505656535051,11420-2636,5357703
9374869903505656537017,98446-3243,5357703
9374869903505656534122,33186-4379,5357703
9374869903505656537031,56601-8916,5357703
9374869903505656536409,33192-2147,5357703
9374869903505656534153,93001-3928,5357703
9374869903505656543834,19120-4418,5357703
9374869903505656543858,36033-3517,5357703
9374869903505656543186,93901-1442,5357703
9374869903505656540413,07047-1639,5357703
9374869903505656543865,98663-2882,5357703
9374869903505656543841,11354-5237,5357703
9374869903505656543926,68046-4515,5357703
9374869903505656543223,44280-9567,5357703
9374869903505656542097,12822-1455,5357703
9374869903505656540451,77021-1510,5357703
9374869903505656543230,59483-9717,5357703
9374869903505656543247,92539-8968,5357703
9374869903505656543964,38237-3938,5357703
9374869903505656546163,60646-5504,5357703
9374869903505656545050,01420-8929,5357703
9374869903505656546170,90004-3907,5357703
9374869903505656545043,19343-1138,5357703
9374869903505656546835,11731-1024,5357703
9374869903505656555332,91343-2211,5357703
9374869903505656555325,30904-3009,5357703
9374869903505656555967,93955-1907,5357703
9374869903505656555349,30606-0903,5357703
9374869903505656555950,02852-1942,5357703
9374869903505656555394,29356-9287,5357703
9374869903505656555417,28277-9074,5357703
9374869903505656554472,10312-6031,5357703
9374869903505656555981,95650-9775,5357703
9374869903505656554496,18360-6830,5357703
9374869903505656554489,53704-6494,5357703
9374869903505656556520,48375-5337,5357703
9374869903505656557510,07030-5730,5357703
9374869903505656556070,78724-1663,5357703
9374869903505656562545,70663-6631,5357703
9374869903505656562552,44721-3462,5357703
9374869903505656562576,24701-7206,5357703
9374869903505656562569,15501-5558,5357703
9374869903505656559361,24441-4303,5357703
9374869903505656562590,61761-3906,5357703
9374869903505656563566,64491-1151,5357703
9374869903505656559378,28655-9608,5357703
9374869903505656561920,60401-5008,5357703
9374869903505656563603,03878-3248,5357703
9374869903505656562620,61866-2812,5357703
9374869903505656561937,24441-4303,5357703
9374869903505656559415,80723-2807,5357703
9374869903505656562712,94506-2040,5357703
9374869903505656563610,53705-1279,5357703
9374869903505656562729,08021-7216,5357703
9374869903505656563658,80828-5046,5357703
9374869903505656562019,53216-1118,5357703
9374869903505656563719,72064-8085,5357703
9374869903505656562682,37167-2793,5357703
9374869903505656563726,92021-3718,5357703
9374869903505656562163,37876-2723,5357703
9374869903505656562866,49688-8517,5357703
9374869903505656563948,80015-4261,5357703
9374869903505656582932,07731-2231,5357703
9374869903505656582420,33191-1045,5357703
9374869903505656581263,02026-2902,5357703
9374869903505656582451,21212-3075,5357703
9374869903505656763256,34947-4337,5357703
9374869903505656771091,90003-2907,5357703
9374869903505656769296,15232-1803,5357703
9374869903505656771114,10454-2316,5357703
9374869903505656771121,85653-9490,5357703
9374869903505656770339,01501-1222,5357703
9374869903505656769326,89123-6464,5357703
9374869903505656771183,20748-2012,5357703
9374869903505656771176,27703-7191,5357703
9374869903505656763263,45416-1455,5357703
9374869903505656769371,77802-3615,5357703
9374869903505656771244,20744-2222,5357703
9374869903505656771251,22191-3249,5357703
9374869903505656763287,88030-3143,5357703
9374869903505656763270,02790-3415,5357703
9374869903505656763300,02908-4217,5357703
9374869903505656771367,70538-5726,5357703
9374869903505656770483,73020-5804,5357703
202010161454394754CBQHN3,40500,5357703
9374869903505656962390,21030-3372,5357703
9374869903505656963618,28601-7846,5357703
9374869903505656962383,94015-4610,5357703
9374869903505656963359,22209-2771,5357703
9374869903505656963366,33326-3324,5357703
9374869903505656963625,29072-3927,5357703
9374869903505656960785,11746-2605,5357703
9374869903505656963441,20910-2949,5357703
9374869903505656965537,24016-3806,5357703
9374869903505656963762,33408-2417,5357703
9374869903505656965544,95726-9732,5357703
9374869903505656964615,85022-1343,5357703
9374869903505656964608,98625-9719,5357703
9374869903505656963830,76904-7355,5357703
9374869903505656965629,11213-3525,5357703
9374869903505656965636,29585-5795,5357703
9374869903505656965551,48098-2561,5357703
9374869903505656964653,20020-6015,5357703
9374869903505656965681,56093-5115,5357703
9374869903505656963922,51201-1159,5357703
9374869903505656964707,22624-1115,5357703
9374869903505656960846,49507-3536,5357703
9374869903505656965704,27295-5750,5357703
9374869903505656960853,01852-1431,5357703
9374869903505656964738,29229-7188,5357703
9374869903505656965735,55373-9361,5357703
9374869903505656965773,01568-1306,5357703
9374869903505656964004,07083-7941,5357703
9374869903505656965803,38002-4676,5357703
9374869903505656964011,10925-2656,5357703
9374869903505656960914,60565-2103,5357703
9374869903505656964820,02118-3105,5357703
9374869903505656965827,01826-3001,5357703
9374869903505656965858,70583-5129,5357703
9374869903505656965889,35824-3124,5357703
9374869903505656965872,32789-1807,5357703
9374869903505656964851,60474-2092,5357703
9374869903505656965926,21225-3337,5357703
9374869903505656964097,60014-2718,5357703
9374869903505656965988,02148-3007,5357703
9374869903505656960969,98155-2346,5357703
9374869903505656964899,32808-2733,5357703
9374869903505656964905,72143-5919,5357703
9374869903505656964912,06117-2253,5357703
9374869903505656964158,45251-1919,5357703
9374869903505656960990,39773-3839,5357703
9374869903505656964967,93905-4449,5357703
9374869903505656965001,38119-3530,5357703
9374869903505656965032,30039-8523,5357703
9374869903505656966169,32789-1807,5357703
9374869903505657683287,92211-4518,5357703
9374869903505663887990,40509-1406,5357703
9374869903505663888676,75240-3807,5357703
9374869903505663887181,38614-3342,5357703
9374869903505663887198,77388-4173,5357703
9374869903505663887204,60060-1486,5357703
9374869903505663888003,53204-1611,5357703
9374869903505663888690,98004-3019,5357703
9374869903505663887211,19713-2623,5357703
9374869903505663888027,67901-4054,5357703
9374869903505663888034,43314-9767,5357703
9374869903505663888058,33014-4753,5357703
9374869903505663888041,30096-6188,5357703
9374869903505663885347,21769-9601,5357703
9374869903505663885354,33122-1345,5357703
9374869903505663888065,48915-1559,5357703
9374869903505663887259,60404-9163,5357703
9374869903505663887266,35179-7718,5357703
9374869903505663888102,23608-1613,5357703
9374869903505663885361,23663-1738,5357703
9374869903505663885385,04419-3449,5357703
9374869903505663888119,92122-2921,5357703
9374869903505663887280,77014-2601,5357703
9374869903505663888713,54149-9704,5357703
9374869903505663885378,75167-4838,5357703
9374869903505663885392,08332-3233,5357703
9374869903505663888737,33172-2780,5357703
9374869903505663888133,48393-2708,5357703
9374869903505663888140,38141-0504,5357703
9374869903505663888751,35179-7718,5357703
9374869903505663888768,93534-2238,5357703
9374869903505663888775,91344-5423,5357703
9374869903505663888157,91301-2333,5357703
9374869903505663888164,98620-4614,5357703
9374869903505663887303,21206-3031,5357703
9374869903505663888782,18104-4929,5357703
9374869903505663888171,33195-2698,5357703
9374869903505663888805,20744-6032,5357703
9374869903505663888188,80134-9548,5357703
9374869903505663888812,19804-1112,5357703
9374869903505663888829,40218-4079,5357703
9374869903505663888195,95687-5928,5357703
9374869903505663888201,92105-1327,5357703
9374869903505663888218,85033-3424,5357703
9374869903505663888225,03748-3021,5357703
9374869903505663888836,58501-4152,5357703
9374869903505663887310,31525-9524,5357703
9374869903505663888850,72121-8866,5357703
9374869903505663888867,26294-4609,5357703
9374869903505663888232,11901-4046,5357703
9374869903505663885422,70454-5857,5357703
9374869903505663885439,91701-5341,5357703
9374869903505663885446,92587-7647,5357703
9374869903505663885460,60409-2303,5357703
9374869903505663885453,12122-6428,5357703
9374869903505663888874,19150-3309,5357703
9374869903505663885484,10455-4660,5357703
9374869903505663888287,33122-1828,5357703
9374869903505663888263,86426-8854,5357703
9374869903505663887334,27332-1685,5357703
9374869903505663888270,11419-2124,5357703
9374869903505663888294,01432-1794,5357703
9374869903505663887365,32043-8223,5357703
9374869903505663888911,21207-4430,5357703
9374869903505663887372,70634-4744,5357703
9374869903505663888928,30096-3950,5357703
9374869903505663885491,63119-2103,5357703
9374869903505663887389,90068-1734,5357703
9374869903505663888300,24421-2645,5357703
9374869903505663888317,71268-1205,5357703
9374869903505663888935,93662-3381,5357703
9374869903505663889536,23150-1004,5357703
9374869903505663889529,10306-4402,5357703
9374869903505663889512,60115-5021,5357703
9374869903505663889543,89129-8160,5357703
9374869903505663887396,28208-1639,5357703
9374869903505663888348,92027-1921,5357703
9374869903505663889550,50616-2502,5357703
9374869903505663889567,22079-2133,5357703
9374869903505663887433,98026-6731,5357703
9374869903505663887419,80207-2915,5357703
9374869903505663888362,92111-4005,5357703
9374869903505663887457,71203-8879,5357703
9374869903505663887464,92173-3121,5357703
9374869903505663889574,42431-2557,5357703
9374869903505663889581,40509-1972,5357703
9374869903505663888973,56308-4407,5357703
9374869903505663888379,33060-9313,5357703
9374869903505663888980,92679-4724,5357703
9374869903505663888386,91764-1927,5357703
9374869903505663888393,10990-3487,5357703
9374869903505663888997,27502-1733,5357703
9374869903505663887488,79936-6107,5357703
9374869903505663889000,75862-3616,5357703
9374869903505663888416,10990-3487,5357703
9374869903505663888423,92231-2674,5357703
9374869903505663889031,03104-2322,5357703
9374869903505663889048,12095-3023,5357703
9374869903505663887495,48103-6045,5357703
9374869903505663888430,75240-5340,5357703
9374869903505663889598,95991-9123,5357703
9374869903505663887501,80016-4253,5357703
9374869903505663888447,98902-4411,5357703
9374869903505663889055,85331-4041,5357703
9374869903505663888461,20640-2053,5357703
9374869903505663888454,92879-8872,5357703
9374869903505663889062,34653-6454,5357703
9374869903505663889079,85705-3832,5357703
9374869903505663888478,08648-1281,5357703
9374869903505663889604,18642-1512,5357703
9374869903505663889086,17110-9249,5357703
9374869903505663888485,88030-5402,5357703
9374869903505663888492,33165-3331,5357703
9374869903505663888508,01056-1105,5357703
9374869903505663890518,92344-0247,5357703
9374869903505663889628,68118-2244,5357703
9374869903505663889093,53211-2419,5357703
9374869903505663889635,48174-4713,5357703
9374869903505663890525,38117-1546,5357703
9374869903505663890532,60107-2325,5357703
9374869903505663891515,19023-1712,5357703
9374869903505663890549,92708-5935,5357703
20201019082110691RXSPMZC,4013,5357703
9374869903505663889642,70535-4960,5357703
9374869903505663889659,72011-9758,5357703
9374869903505663890563,33437-1504,5357703
9374869903505663890587,66210-1270,5357703
9374869903505663889116,49814-9608,5357703
9374869903505663890570,19707-2407,5357703
9374869903505663889123,20772-3731,5357703
9374869903505663891539,07302-8990,5357703
9374869903505663889666,55423-3934,5357703
9374869903505663891546,49814-9608,5357703
9374869903505663889147,17040-9116,5357703
9374869903505663889130,89448-3536,5357703
9374869903505663890594,50313-4022,5357703
9374869903505663890600,33413-1825,5357703
9374869903505663889161,49240-9587,5357703
9374869903505663890617,95758-6153,5357703
9374869903505663891553,80219-1245,5357703
9374869903505663891560,59860-4221,5357703
9374869903505663890624,11223-3845,5357703
9374869903505663889178,91306-4417,5357703
9374869903505663889185,91733-2432,5357703
9374869903505663890631,99578,5357703
9374869903505663889673,00840-3775,5357703
9374869903505663889192,43756-9615,5357703
9374869903505663889680,98446-3623,5357703
9374869903505663891577,84115-5129,5357703
9374869903505663889208,30022-1913,5357703
9374869903505663890648,77083-5518,5357703
9374869903505663890662,20833-2717,5357703
9374869903505663890679,10032,5357703
9374869903505663891584,17315-5419,5357703
9374869903505663891607,33172-2422,5357703
9374869903505663891591,55760-4508,5357703
9374869903505663890693,29626-5353,5357703
9300169903505663889228,96950-8903,5357703
9374869903505663889697,96003-0752,5357703
9374869903505663889703,58763-9642,5357703
9374869903505663890716,46143-2974,5357703
9374869903505663890723,07701-1258,5357703
9374869903505663889710,49814-9608,5357703
9374869903505663890709,99623-1923,5357703
9374869903505663890730,86301-4448,5357703
9374869903505663889727,33122-1325,5357703
9374869903505663889239,77845-5916,5357703
9374869903505663889253,78041-4933,5357703
9374869903505663889246,34236-3509,5357703
9374869903505663890754,48124-1413,5357703
9374869903505663889734,10307-1100,5357703
9374869903505663890778,46410-5536,5357703
9374869903505663891621,90638-3016,5357703
9374869903505663891638,35907-0719,5357703
9374869903505663889260,33411-1607,5357703
9374869903505663890785,11235-3522,5357703
9374869903505663890792,19118-3953,5357703
9374869903505663889284,32828-6761,5357703
9374869903505663891645,73078-5042,5357703
9374869903505663890808,23435-2271,5357703
9374869903505663891652,03051-3693,5357703
9374869903505663889741,33166-5460,5357703
9374869903505663891669,02719-2996,5357703
9374869903505663889307,54915-1057,5357703
9374869903505663890815,78599-1297,5357703
9374869903505663890822,60656-2041,5357703
9374869903505663891676,33149-2744,5357703
9374869903505663890839,07012-1855,5357703
9374869903505663889314,33166-2311,5357703
9374869903505663889765,19102-4949,5357703
9374869903505663889321,80401-5561,5357703
9374869903505663889338,15216-2062,5357703
9374869903505663889345,70068-6453,5357703
9374869903505663891690,50124-9518,5357703
9374869903505663889772,98034-4233,5357703
9374869903505663890884,70538-4346,5357703
9374869903505663889376,93560-6922,5357703
9374869903505663890860,42301-6734,5357703
9374869903505663890853,60803-5831,5357703
9374869903505663890877,11437-0001,5357703
9374869903505663890891,53527-9755,5357703
9374869903505663891713,10075-0639,5357703
9374869903505663891720,51012-1882,5357703
9374869903505663889789,48089-2840,5357703
9374869903505663890907,13215-1807,5357703
9374869903505663890921,01904-1252,5357703
9374869903505663890945,78207-2914,5357703
9374869903505663891737,97220-2350,5357703
9374869903505663890952,27052-6515,5357703
9374869903505663889390,95472-3090,5357703
9374869903505663891003,78207-2914,5357703
9374869903505663890983,06114-3016,5357703
9374869903505663889413,34746-5651,5357703
9374869903505663891010,44223-1002,5357703
9374869903505663889802,95122-2148,5357703
9374869903505663889819,43420-8788,5357703
9374869903505663891041,69101-4527,5357703
9374869903505663891034,52003-7565,5357703
9374869903505663889420,54151-9166,5357703
9374869903505663889444,35022-8342,5357703
9374869903505663889437,43615-2933,5357703
9374869903505663891768,46845-1809,5357703
9374869903505663889833,60088-2912,5357703
9374869903505663891775,30014-6302,5357703
9374869903505663891751,70301-4981,5357703
9374869903505663891065,90037-3865,5357703
9374869903505663891782,33428-2418,5357703
9374869903505663891799,95630-6827,5357703
9374869903505663889451,24530-2930,5357703
9374869903505663889468,26062-5634,5357703
9374869903505663889482,33434-6307,5357703
9374869903505663891089,76126-4027,5357703
9374869903505663891102,75701-6628,5357703
9374869903505663891126,62902-7914,5357703
9374869903505663889505,20121-5702,5357703
9374869903505663889864,43004-9488,5357703
9374869903505663892512,60060-6052,5357703
9374869903505663891133,92649-3380,5357703
9374869903505663891164,73162-5637,5357703
9374869903505663892550,77583-0198,5357703
9374869903505663891171,48141-1322,5357703
9374869903505663891843,27030-9288,5357703
9374869903505663891850,15944-1164,5357703
9374869903505663889895,06051-2325,5357703
9374869903505663891867,76063-5806,5357703
9374869903505663891232,80238-4161,5357703
9374869903505663892598,03755-4075,5357703
9374869903505663892581,36693-2513,5357703
9374869903505663891881,32533-7876,5357703
9374869903505663891249,28713-6514,5357703
9374869903505663889918,30543-9602,5357703
9374869903505663892604,19050-2877,5357703
9374869903505663891904,01040-3426,5357703
9374869903505663892611,92570-5816,5357703
9374869903505663892628,11364-2327,5357703
9374869903505663891911,44107-4507,5357703
9374869903505663891263,21787-2330,5357703
9374869903505663891287,91505-3104,5357703
9374869903505663891294,31701-2109,5357703
9374869903505663891317,92707-1203,5357703
9374869903505663891928,01339-0020,5357703
9374869903505663889925,60629-2915,5357703
9374869903505663891324,70501-3728,5357703
9374869903505663891935,11221-1985,5357703
9374869903505663891942,77469-2226,5357703
9374869903505663892659,60191-1803,5357703
9374869903505663891331,99652-0057,5357703
9374869903505663891348,34285-6292,5357703
9374869903505663891362,48734-9755,5357703
9374869903505663889932,21136-3630,5357703
9374869903505663891379,41653-2218,5357703
9374869903505663891959,94112-4116,5357703
9374869903505663892666,07704-3320,5357703
9374869903505663889949,02451-3348,5357703
9374869903505663891386,24590-4341,5357703
9374869903505663892673,95386-9756,5357703
9374869903505663891393,21661-2224,5357703
9374869903505663891409,11367-1240,5357703
9374869903505663892697,75455-5041,5357703
9374869903505663891966,23606-2042,5357703
9374869903505663892710,17315-3705,5357703
9374869903505663891423,37381-0572,5357703
9374869903505663892727,11722-4101,5357703
9374869903505663892703,28698-9312,5357703
9374869903505663889963,32724-4677,5357703
9374869903505663889970,10029-7037,5357703
9374869903505663891973,41314,5357703
9300169903505663891467,96929-2423,5357703
9374869903505663892734,08527-5216,5357703
9374869903505663891485,06278-1315,5357703
9374869903505663891478,35447-2327,5357703
9374869903505663891980,92069-1705,5357703
9374869903505663891508,33971-6542,5357703
9374869903505663893526,76209-3369,5357703
9374869903505663893533,32514-3437,5357703
9374869903505663892758,32811-6411,5357703
9374869903505663893540,07201-1616,5357703
9374869903505663890006,06360-6133,5357703
9374869903505663892772,35405-5847,5357703
9374869903505663893564,29108-3609,5357703
9374869903505663891997,27892-9190,5357703
9374869903505663889994,55901-0904,5357703
9374869903505663893571,76058-4291,5357703
9374869903505663892789,75211-2504,5357703
9374869903505663892796,92231-5066,5357703
9374869903505663893601,11354-4028,5357703
9374869903505663892802,19703-2930,5357703
9374869903505663892826,00802-2684,5357703
9374869903505663893618,76021-2213,5357703
9374869903505663890020,45324-3345,5357703
9374869903505663892000,33166-2744,5357703
9374869903505663890037,17347-8907,5357703
9374869903505663890044,91342-5236,5357703
9374869903505663892017,19720-6525,5357703
9374869903505663892833,33172-4363,5357703
9374869903505663893632,97124-5740,5357703
9374869903505663893649,92201-2006,5357703
9374869903505663893656,62712-8638,5357703
9374869903505663893663,32514-3437,5357703
9374869903505663892857,55443-3326,5357703
9374869903505663892031,74848-9737,5357703
9374869903505663892864,70404-5023,5357703
9374869903505663892871,26181-8370,5357703
9374869903505663892888,32504-6619,5357703
9374869903505663890068,40380-9420,5357703
9374869903505663893694,12207-1303,5357703
9374869903505663893700,99207-2105,5357703
9374869903505663890082,78537-5655,5357703
9374869903505663892901,98002-6640,5357703
9374869903505670698053,77571-4476,5357703
9374869903505670696264,12776-2517,5357703
9374869903505670698060,98004-3715,5357703
9374869903505670698077,33198-1534,5357703
9374869903505670696271,11702-3524,5357703
9374869903505670698084,48843-8065,5357703
9374869903505670698923,02180-1846,5357703
9374869903505670694468,93274-2467,5357703
9374869903505670698947,36572-2225,5357703
9374869903505670698091,07304-2633,5357703
9374869903505670696295,01564-2648,5357703
9374869903505670698961,67060-7637,5357703
9374869903505670696301,78666-7115,5357703
9374869903505670696318,91706-2263,5357703
9374869903505670696325,37642-4411,5357703
9374869903505670698138,20905-7403,5357703
9374869903505670698985,33172-2422,5357703
9374869903505670698152,90706-3702,5357703
9374869903505670698992,22182-1860,5357703
9374869903505670698169,55792-4019,5357703
9374869903505670699005,13461-1125,5357703
9374869903505670699012,98105-5140,5357703
9374869903505670698176,19720-8108,5357703
9374869903505670696349,13905-4315,5357703
9374869903505670698183,04101-4824,5357703
9374869903505670699036,01850-2102,5357703
9374869903505670694499,87031-6625,5357703
9374869903505670694505,28025-9161,5357703
9374869903505670698206,94022-1302,5357703
9374869903505670696370,46220-1246,5357703
9374869903505670699043,11214-4235,5357703
202010200813121451UZ4FEG,2125,5357703
9374869903505670698220,99553-0010,5357703
9374869903505670696363,98230-5188,5357703
9374869903505670698237,34698-9033,5357703
9374869903505670699050,33596-5674,5357703
9374869903505670699067,48219-2587,5357703
9374869903505670699531,91792-2829,5357703
9374869903505670698244,57428-5811,5357703
9374869903505670698275,07307-3729,5357703
9374869903505670698282,75062-5077,5357703
9374869903505670699074,17501-1233,5357703
9374869903505670699081,90048-4806,5357703
9374869903505670699548,76049-5070,5357703
9374869903505670698312,33166-2818,5357703
9374869903505670696417,56560-1458,5357703
9374869903505670699104,07731-1627,5357703
9374869903505670698329,11729-5949,5357703
9374869903505670699128,45224-2701,5357703
9374869903505670698336,20164-5316,5357703
9374869903505670696431,95842-2920,5357703
9374869903505670699135,22315-3924,5357703
9374869903505670698343,94024-4632,5357703
9374869903505670699579,32221-4436,5357703
9374869903505670698367,37774-2567,5357703
9374869903505670696448,77077,5357703
9374869903505670698374,92804-2382,5357703
9374869903505670696455,45068-9440,5357703
9374869903505670698381,02151-1306,5357703
9374869903505670698398,18020-2068,5357703
9374869903505670699593,06614-3948,5357703
9374869903505670699142,97230-5951,5357703
9374869903505670699159,66531-9522,5357703
9374869903505670699166,95820-4828,5357703
9374869903505670696479,92587-7647,5357703
9374869903505670699173,11214-3228,5357703
9374869903505670699180,32826-6502,5357703
9374869903505670698411,95377-1126,5357703
9374869903505670698428,37660-2643,5357703
9374869903505670698435,58501-2941,5357703
9374869903505670699616,70116-2324,5357703
9374869903505670696493,33472-2539,5357703
9374869903505670700510,11366-1246,5357703
9374869903505670699203,92604-1925,5357703
9374869903505670699623,33122-1914,5357703
9374869903505670699647,33178,5357703
9374869903505670698497,65614-0094,5357703
9374869903505670698473,07712-4115,5357703
9374869903505670698503,90212-3748,5357703
9374869903505670701517,35806-2972,5357703
9374869903505670699661,33191-1501,5357703
9374869903505670701524,92324-6851,5357703
9374869903505670700541,12827-5411,5357703
9374869903505670699227,98274-6108,5357703
9374869903505670701548,15009-8545,5357703
9374869903505670699234,33126-6070,5357703
9374869903505670701555,97702-1029,5357703
9374869903505670699241,94706-2112,5357703
9374869903505670701562,80219-1111,5357703
9374869903505670699258,95531-8560,5357703
9374869903505670701579,20904-7300,5357703
9374869903505670699692,70512-0714,5357703
9374869903505670699708,11377-7540,5357703
9374869903505670701586,94117-4005,5357703
9374869903505670701593,81004-1286,5357703
9374869903505670699722,76051-2658,5357703
9374869903505670701616,93612-4695,5357703
9374869903505670700565,55409-1214,5357703
9374869903505670699289,78028-9745,5357703
9374869903505670700572,13205-2675,5357703
9374869903505670699296,98801-9139,5357703
9374869903505670699746,12771-3557,5357703
9374869903505670701654,92201-2214,5357703
9374869903505670699319,37072-9467,5357703
9374869903505670701609,29710-8810,5357703
9374869903505670699807,76244-6067,5357703
9374869903505670699838,28730-9115,5357703
9374869903505670700633,92109-4290,5357703
9374869903505670700626,18013-2131,5357703
9374869903505670699821,20877-1116,5357703
9374869903505670699876,38261-1728,5357703
9374869903505670701753,82072-6771,5357703
9374869903505670699890,95203-3720,5357703
9374869903505670699883,87505-1725,5357703
9374869903505670700657,64052-3139,5357703
9374869903505670699364,78040-1581,5357703
9374869903505670701791,33198-1534,5357703
9374869903505670701777,31021-3537,5357703
9374869903505670699401,90069-4793,5357703
9374869903505670700695,74135-3570,5357703
9374869903505670701821,61270-9410,5357703
9374869903505670701814,57783-1940,5357703
9374869903505670701838,17057-3411,5357703
9374869903505670699432,31211-7902,5357703
9374869903505670701845,65202-9343,5357703
9374869903505670699937,44146-2448,5357703
9374869903505670699951,07107-3134,5357703
9374869903505670701920,33166-2311,5357703
9374869903505670702545,19977-3919,5357703
9374869903505670701951,70730-4101,5357703
9374869903505670700763,33952-6733,5357703
9374869903505672431009,90813-1017,5357703
9374869903505672439531,33904-8742,5357703
9374869903505672437919,75702-8441,5357703
9374869903505672437926,75181-2958,5357703
9374869903505672439555,63857-7298,5357703
9374869903505672438695,77074-7104,5357703
9374869903505672438763,01938-1642,5357703
9374869903505672438770,45238-5748,5357703
9374869903505672437988,74948-7925,5357703
9374869903505672437995,43050-1060,5357703
9374869903505672439661,07726-8466,5357703
9374869903505672438817,06906-2514,5357703
9374869903505672438046,34287-5768,5357703
9374869903505672431078,93455-2121,5357703
